Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-11-20 00:00:00-0500,7.47,7.47,7.47,7.47,0,0.0,0.0,0.0
2025-11-19 00:00:00-0500,7.47,7.47,7.47,7.47,0,0.0,0.0,0.0
2025-11-18 00:00:00-0500,7.47,7.47,7.47,7.47,0,0.0,0.0,0.0
2025-11-17 00:00:00-0500,7.47,7.47,7.47,7.47,0,0.0,0.0,0.0
2025-11-14 00:00:00-0500,7.47,7.47,7.47,7.47,0,0.0,0.0,0.0
2025-11-13 00:00:00-0500,7.47,7.47,7.47,7.47,0,0.0,0.0,0.0
2025-11-12 00:00:00-0500,7.47,7.47,7.47,7.47,0,0.0,0.0,0.0
2025-11-11 00:00:00-0500,7.47,7.47,7.47,7.47,0,0.0,0.0,0.0
2025-11-10 00:00:00-0500,7.47,7.47,7.47,7.47,0,0.0,0.0,0.0
2025-11-07 00:00:00-0500,7.47,7.47,7.47,7.47,0,0.0,0.0,0.0
2025-11-06 00:00:00-0500,7.47,7.47,7.47,7.47,0,0.0,0.0,0.0
2025-11-05 00:00:00-0500,7.47,7.47,7.47,7.47,0,0.0,0.0,0.0
2025-11-04 00:00:00-0500,7.48,7.48,7.47,7.47,12800,0.0,0.0,0.0
